"gene","module"
"ENSG00000142583.18","blue"
"ENSG00000175984.15","blue"
"ENSG00000261168.1","blue"
"ENSG00000285938.1","black"
"ENSG00000241186.10","grey"
"ENSG00000138835.22","blue"
"ENSG00000224904.1","black"
"ENSG00000153904.21","blue"
"ENSG00000240024.6","blue"
"ENSG00000101955.15","green"
"ENSG00000095587.9","yellow"
"ENSG00000160882.13","white"
"ENSG00000168702.18","blue"
"ENSG00000114854.8","yellow"
"ENSG00000145675.15","brown"
"ENSG00000072422.17","blue"
"ENSG00000274750.3","grey"
"ENSG00000006327.14","grey"
"ENSG00000166959.8","blue"
"ENSG00000185761.11","blue"
"ENSG00000054967.13","brown"
"ENSG00000125848.10","yellow"
"ENSG00000155011.9","blue"
"ENSG00000188766.13","black"
"ENSG00000139998.16","lightcyan"
"ENSG00000175699.15","grey"
"ENSG00000168477.19","turquoise"
"ENSG00000174403.17","blue"
"ENSG00000185262.9","brown"
"ENSG00000106236.4","brown"
"ENSG00000148908.15","grey"
"ENSG00000164237.9","blue"
"ENSG00000176678.6","grey"
"ENSG00000143549.21","yellow"
"ENSG00000163874.11","black"
"ENSG00000278291.1","blue"
"ENSG00000123560.14","darkgreen"
"ENSG00000198471.1","tan"
"ENSG00000115590.14","black"
"ENSG00000143469.20","green"
"ENSG00000105186.16","brown"
"ENSG00000082153.18","brown"
"ENSG00000142871.18","turquoise"
"ENSG00000106366.9","pink"
"ENSG00000204711.9","yellow"
"ENSG00000122877.18","turquoise"
"ENSG00000226281.5","red"
"ENSG00000249859.13","black"
"ENSG00000175206.11","grey"
"ENSG00000130595.19","yellow"
"ENSG00000188729.7","blue"
"ENSG00000170439.8","grey"
"ENSG00000111087.10","darkgreen"
"ENSG00000119686.10","brown"
"ENSG00000287403.1","grey"
"ENSG00000070882.13","brown"
"ENSG00000170681.7","blue"
"ENSG00000225434.4","brown"
"ENSG00000139289.14","brown"
"ENSG00000126882.13","blue"
"ENSG00000230943.3","blue"
"ENSG00000162763.4","blue"
"ENSG00000268034.1","yellow"
"ENSG00000011028.14","turquoise"
"ENSG00000168209.6","brown"
"ENSG00000183631.5","grey"
"ENSG00000248587.8","grey"
"ENSG00000178445.10","yellow"
"ENSG00000114315.4","blue"
"ENSG00000151468.11","steelblue"
"ENSG00000124762.14","black"
"ENSG00000176907.5","turquoise"
"ENSG00000145832.15","grey60"
"ENSG00000132561.14","turquoise"
"ENSG00000146352.13","black"
"ENSG00000080854.16","blue"
"ENSG00000288758.1","steelblue"
"ENSG00000287483.1","blue"
"ENSG00000274642.1","grey"
"ENSG00000236548.3","blue"
"ENSG00000160013.9","pink"
"ENSG00000159189.12","cyan"
"ENSG00000183801.8","turquoise"
"ENSG00000170290.4","blue"
"ENSG00000168447.11","green"
"ENSG00000088882.8","turquoise"
"ENSG00000105877.19","greenyellow"
"ENSG00000280623.1","grey"
"ENSG00000130147.16","brown"
"ENSG00000173065.14","brown"
"ENSG00000139914.7","blue"
"ENSG00000159212.13","brown"
"ENSG00000112294.14","blue"
"ENSG00000130176.8","turquoise"
"ENSG00000185585.20","brown"
"ENSG00000138395.17","blue"
"ENSG00000174697.5","green"
"ENSG00000107562.17","blue"
"ENSG00000156313.15","brown"
"ENSG00000138615.6","turquoise"
"ENSG00000171840.13","grey60"
"ENSG00000149090.13","turquoise"
"ENSG00000164520.12","brown"
"ENSG00000006071.16","turquoise"
"ENSG00000197375.14","brown"
"ENSG00000173714.8","blue"
"ENSG00000181408.5","turquoise"
"ENSG00000163092.22","yellow"
"ENSG00000179241.13","brown"
"ENSG00000154620.6","grey"
"ENSG00000109063.15","turquoise"
"ENSG00000216901.1","blue"
"ENSG00000182621.18","blue"
"ENSG00000169018.6","brown"
"ENSG00000004776.13","yellow"
"ENSG00000130234.13","brown"
"ENSG00000260604.2","yellow"
"ENSG00000105289.15","red"
"ENSG00000272732.1","grey60"
"ENSG00000172236.18","cyan"
"ENSG00000168334.9","yellow"
"ENSG00000172867.4","royalblue"
"ENSG00000166750.10","brown"
"ENSG00000169752.17","blue"
"ENSG00000187595.17","blue"
"ENSG00000068615.20","blue"
"ENSG00000157557.13","black"
"ENSG00000143382.16","blue"
"ENSG00000137193.14","pink"
"ENSG00000221869.5","brown"
"ENSG00000122861.16","lightcyan"
"ENSG00000175928.6","blue"
"ENSG00000147257.16","turquoise"
"ENSG00000154153.15","red"
"ENSG00000255946.2","blue"
"ENSG00000104218.16","brown"
"ENSG00000168925.12","white"
"ENSG00000261603.3","blue"
"ENSG00000255112.3","brown"
"ENSG00000107796.13","turquoise"
"ENSG00000156222.12","blue"
"ENSG00000014641.21","yellow"
"ENSG00000260197.1","grey"
"ENSG00000009950.16","red"
"ENSG00000170745.12","blue"
"ENSG00000134070.5","brown"
"ENSG00000175564.13","tan"
"ENSG00000213866.3","white"
"ENSG00000164442.10","grey"
"ENSG00000124374.9","blue"
"ENSG00000081248.12","blue"
"ENSG00000103742.12","blue"
"ENSG00000196154.12","darkgrey"
"ENSG00000259291.2","blue"
"ENSG00000236423.7","red"
"ENSG00000185924.7","blue"
"ENSG00000115290.10","yellow"
"ENSG00000122420.10","turquoise"
"ENSG00000121769.8","tan"
"ENSG00000069869.17","tan"
"ENSG00000229391.7","grey"
"ENSG00000285336.1","blue"
"ENSG00000156463.18","grey60"
"ENSG00000122304.11","darkorange"
"ENSG00000188452.15","turquoise"
"ENSG00000237560.8","blue"
"ENSG00000259278.2","greenyellow"
"ENSG00000140403.13","blue"
"ENSG00000230778.2","grey"
"ENSG00000158125.10","greenyellow"
"ENSG00000103485.19","blue"
"ENSG00000198838.14","blue"
"ENSG00000160179.19","lightcyan"
"ENSG00000186340.17","turquoise"
"ENSG00000140287.11","turquoise"
"ENSG00000241158.7","pink"
"ENSG00000205038.12","grey"
"ENSG00000179314.16","yellow"
"ENSG00000176971.4","green"
"ENSG00000162078.12","skyblue"
"ENSG00000237412.7","yellow"
"ENSG00000231536.1","turquoise"
"ENSG00000289609.1","blue"
"ENSG00000140945.17","blue"
"ENSG00000185960.15","grey"
"ENSG00000121210.16","blue"
"ENSG00000172399.6","blue"
"ENSG00000165028.12","blue"
"ENSG00000205795.5","turquoise"
"ENSG00000130598.17","yellow"
"ENSG00000167768.4","royalblue"
"ENSG00000163644.15","blue"
"ENSG00000171502.15","turquoise"
"ENSG00000171303.8","green"
"ENSG00000119715.15","blue"
"ENSG00000180638.19","turquoise"
"ENSG00000139445.18","red"
"ENSG00000239922.2","blue"
"ENSG00000165731.21","blue"
"ENSG00000284753.2","brown"
"ENSG00000109099.16","black"
"ENSG00000265751.1","blue"
"ENSG00000213190.4","grey"
"ENSG00000167244.21","turquoise"
"ENSG00000225774.2","grey"
"ENSG00000205502.4","lightcyan"
"ENSG00000005981.13","blue"
"ENSG00000186335.9","blue"
"ENSG00000255772.5","turquoise"
"ENSG00000153294.12","blue"
"ENSG00000119862.13","blue"
"ENSG00000175832.13","darkgreen"
"ENSG00000069011.16","grey"
"ENSG00000250994.2","blue"
"ENSG00000171766.17","blue"
"ENSG00000164742.16","blue"
"ENSG00000147255.19","turquoise"
"ENSG00000219438.9","tan"
"ENSG00000248323.8","brown"
"ENSG00000173156.7","brown"
"ENSG00000259530.1","brown"
"ENSG00000164951.16","blue"
"ENSG00000121898.13","turquoise"
"ENSG00000250041.3","blue"
"ENSG00000075643.6","brown"
"ENSG00000254681.6","grey"
"ENSG00000059804.16","turquoise"
"ENSG00000227582.2","grey"
"ENSG00000105048.18","yellow"
"ENSG00000211897.9","paleturquoise"
"ENSG00000127334.11","blue"
"ENSG00000124313.18","brown"
"ENSG00000261616.1","yellow"
"ENSG00000267364.3","grey"
"ENSG00000153303.18","blue"
"ENSG00000289526.1","turquoise"
"ENSG00000257127.6","red"
"ENSG00000167964.13","blue"
"ENSG00000100612.14","brown"
"ENSG00000224609.8","turquoise"
"ENSG00000150722.11","blue"
"ENSG00000148377.6","yellow"
"ENSG00000130164.14","turquoise"
"ENSG00000048540.16","green"
"ENSG00000065911.13","black"
"ENSG00000101134.12","blue"
"ENSG00000113430.10","grey"
"ENSG00000246859.3","blue"
"ENSG00000187616.5","turquoise"
"ENSG00000167701.14","yellow"
"ENSG00000140067.7","tan"
"ENSG00000148357.18","blue"
"ENSG00000287158.2","turquoise"
"ENSG00000183578.8","green"
"ENSG00000134333.14","yellow"
"ENSG00000157152.17","brown"
"ENSG00000162692.12","pink"
"ENSG00000188897.9","greenyellow"
"ENSG00000239978.1","yellow"
"ENSG00000278330.1","blue"
"ENSG00000083720.13","grey"
"ENSG00000143878.10","brown"
"ENSG00000143816.8","grey"
"ENSG00000120341.19","blue"
"ENSG00000182853.12","darkgreen"
"ENSG00000075426.12","brown"
"ENSG00000174429.4","tan"
"ENSG00000196616.14","green"
"ENSG00000269404.7","blue"
"ENSG00000223561.7","brown"
"ENSG00000213145.10","turquoise"
"ENSG00000081985.13","red"
"ENSG00000049540.19","green"
"ENSG00000170485.17","brown"
"ENSG00000078401.7","pink"
"ENSG00000112936.19","turquoise"
"ENSG00000233186.2","grey60"
"ENSG00000116981.4","yellow"
"ENSG00000263006.7","grey"
"ENSG00000160867.15","turquoise"
"ENSG00000270885.2","blue"
"ENSG00000146457.16","brown"
"ENSG00000163347.6","darkgreen"
"ENSG00000125740.14","turquoise"
"ENSG00000166819.12","green"
"ENSG00000157214.14","turquoise"
"ENSG00000272128.1","brown"
"ENSG00000114251.15","blue"
"ENSG00000264070.1","grey"
"ENSG00000230082.1","red"
"ENSG00000261578.1","brown"
"ENSG00000129654.8","brown"
"ENSG00000250392.2","blue"
"ENSG00000116260.17","red"
"ENSG00000259616.2","brown"
"ENSG00000137392.10","white"
"ENSG00000185274.12","steelblue"
"ENSG00000275329.1","blue"
"ENSG00000227051.7","turquoise"
"ENSG00000148339.13","orange"
"ENSG00000141232.5","blue"
"ENSG00000275395.7","cyan"
"ENSG00000175946.9","tan"
"ENSG00000160868.16","brown"
"ENSG00000196666.6","turquoise"
"ENSG00000129152.4","yellow"
"ENSG00000165507.9","pink"
"ENSG00000120057.5","darkgreen"
"ENSG00000287170.1","yellow"
"ENSG00000197580.13","blue"
"ENSG00000174640.15","pink"
"ENSG00000285681.2","turquoise"
"ENSG00000249203.2","grey"
"ENSG00000000005.6","darkgrey"
"ENSG00000109794.14","blue"
"ENSG00000110436.13","lightyellow"
"ENSG00000154175.18","turquoise"
"ENSG00000169184.6","orange"
"ENSG00000226051.9","blue"
"ENSG00000007062.12","blue"
"ENSG00000118156.13","blue"
"ENSG00000168907.13","grey"
"ENSG00000187624.9","brown"
"ENSG00000196415.10","grey"
"ENSG00000106683.15","red"
"ENSG00000115138.11","yellow"
"ENSG00000134253.10","blue"
"ENSG00000249138.1","brown"
"ENSG00000226833.7","blue"
"ENSG00000105173.14","red"
"ENSG00000275993.3","grey"
"ENSG00000136997.21","black"
"ENSG00000204060.8","yellow"
"ENSG00000115902.11","blue"
"ENSG00000136040.9","blue"
"ENSG00000144218.21","turquoise"
"ENSG00000164949.8","turquoise"
"ENSG00000171223.6","turquoise"
"ENSG00000286364.1","green"
"ENSG00000233952.1","blue"
"ENSG00000095917.14","cyan"
"ENSG00000288980.1","yellow"
"ENSG00000178343.5","darkgreen"
"ENSG00000099875.16","brown"
"ENSG00000257501.7","darkgrey"
"ENSG00000168398.7","turquoise"
"ENSG00000211750.2","blue"
"ENSG00000250377.2","grey"
"ENSG00000205056.9","red"
"ENSG00000189223.15","grey"
"ENSG00000169891.18","black"
"ENSG00000214595.13","tan"
"ENSG00000278934.1","blue"
"ENSG00000286162.3","red"
"ENSG00000100027.17","red"
"ENSG00000253894.2","turquoise"
"ENSG00000198203.10","grey"
"ENSG00000133800.9","cyan"
"ENSG00000229314.6","white"
"ENSG00000115896.16","yellow"
"ENSG00000100626.17","turquoise"
"ENSG00000114948.13","yellow"
"ENSG00000134775.16","blue"
"ENSG00000205266.10","darkgreen"
"ENSG00000214402.7","blue"
"ENSG00000092529.25","blue"
"ENSG00000251257.2","black"
"ENSG00000251443.3","grey"
"ENSG00000137033.12","turquoise"
"ENSG00000185760.18","grey"
"ENSG00000150991.16","brown"
"ENSG00000124839.13","blue"
"ENSG00000134107.5","turquoise"
"ENSG00000122863.6","black"
"ENSG00000115380.20","turquoise"
"ENSG00000288835.1","grey"
"ENSG00000123095.6","blue"
"ENSG00000183793.14","grey"
"ENSG00000165617.15","turquoise"
"ENSG00000261115.7","turquoise"
"ENSG00000119771.15","brown"
"ENSG00000173372.17","cyan"
"ENSG00000284642.1","grey"
"ENSG00000271824.2","blue"
"ENSG00000131370.16","black"
"ENSG00000129991.13","yellow"
"ENSG00000289268.1","brown"
"ENSG00000148926.10","pink"
"ENSG00000129159.9","grey"
"ENSG00000235535.9","blue"
"ENSG00000131389.18","brown"
"ENSG00000179344.17","turquoise"
"ENSG00000110900.16","turquoise"
"ENSG00000104081.14","red"
"ENSG00000110218.9","violet"
"ENSG00000084628.10","yellow"
"ENSG00000134780.10","tan"
"ENSG00000235033.7","brown"
"ENSG00000136002.20","blue"
"ENSG00000135842.17","grey"
"ENSG00000103316.12","blue"
"ENSG00000078098.15","turquoise"
"ENSG00000064205.11","turquoise"
"ENSG00000287627.1","black"
"ENSG00000105388.17","skyblue"
"ENSG00000138166.6","turquoise"
"ENSG00000152377.14","black"
"ENSG00000245532.10","black"
"ENSG00000145107.16","grey"
"ENSG00000182162.11","grey"
"ENSG00000175592.9","pink"
"ENSG00000259319.2","blue"
"ENSG00000137331.12","lightcyan"
"ENSG00000185634.12","blue"
"ENSG00000133874.2","turquoise"
"ENSG00000273018.7","grey"
"ENSG00000253626.4","grey"
"ENSG00000211890.4","paleturquoise"
"ENSG00000163638.13","pink"
"ENSG00000287338.1","brown"
"ENSG00000105707.15","brown"
"ENSG00000135272.13","blue"
"ENSG00000248538.9","blue"
"ENSG00000070159.14","grey"
"ENSG00000120669.16","turquoise"
"ENSG00000287047.1","grey"
"ENSG00000170962.13","turquoise"
"ENSG00000154277.13","grey"
"ENSG00000184811.4","green"
"ENSG00000163017.14","turquoise"
"ENSG00000167588.13","yellow"
"ENSG00000285685.1","blue"
"ENSG00000117054.15","yellow"
"ENSG00000102554.14","grey60"
"ENSG00000019169.11","cyan"
"ENSG00000106069.24","grey60"
"ENSG00000274330.1","blue"
"ENSG00000136160.17","brown"
"ENSG00000164976.9","tan"
"ENSG00000270906.1","magenta"
"ENSG00000108556.10","darkgreen"
"ENSG00000143125.6","brown"
"ENSG00000132693.12","white"
"ENSG00000115414.21","turquoise"
"ENSG00000169758.13","yellow"
"ENSG00000100302.7","blue"
"ENSG00000219073.8","white"
"ENSG00000181026.15","brown"
"ENSG00000272668.2","blue"
"ENSG00000187773.9","blue"
"ENSG00000145920.15","lightyellow"
"ENSG00000229618.3","blue"
"ENSG00000169991.11","grey"
"ENSG00000260776.6","grey"
"ENSG00000221971.3","blue"
"ENSG00000262445.3","greenyellow"
"ENSG00000143603.19","red"
"ENSG00000260572.1","black"
"ENSG00000163751.4","cyan"
"ENSG00000203585.4","turquoise"
"ENSG00000160685.14","brown"
"ENSG00000130413.16","blue"
"ENSG00000148344.11","turquoise"
"ENSG00000149256.16","turquoise"
"ENSG00000172164.15","turquoise"
"ENSG00000272485.1","blue"
"ENSG00000164488.12","blue"
"ENSG00000143320.9","turquoise"
"ENSG00000168675.19","yellow"
"ENSG00000127863.16","turquoise"
"ENSG00000165566.13","grey"
"ENSG00000183114.8","blue"
"ENSG00000170775.3","grey"
"ENSG00000111432.5","turquoise"
"ENSG00000102678.7","lightcyan"
"ENSG00000091482.8","blue"
"ENSG00000162073.14","yellow"
"ENSG00000134363.12","turquoise"
"ENSG00000125144.14","black"
"ENSG00000268088.1","lightcyan"
"ENSG00000018236.15","blue"
"ENSG00000233297.4","grey"
"ENSG00000232480.2","blue"
"ENSG00000106823.13","turquoise"
"ENSG00000078269.15","grey60"
"ENSG00000211653.2","paleturquoise"
"ENSG00000120693.14","green"
"ENSG00000238266.2","blue"
"ENSG00000196220.17","blue"
"ENSG00000140090.18","grey60"
"ENSG00000082196.21","turquoise"
"ENSG00000154930.15","grey"
"ENSG00000130600.20","brown"
"ENSG00000141469.18","blue"
"ENSG00000145808.10","blue"
"ENSG00000060718.22","darkgrey"
"ENSG00000169031.21","blue"
"ENSG00000184205.14","brown"
"ENSG00000249249.2","blue"
"ENSG00000188760.11","black"
"ENSG00000177674.16","brown"
"ENSG00000144354.14","grey"
"ENSG00000112499.13","grey"
"ENSG00000288703.1","blue"
"ENSG00000188716.6","blue"
"ENSG00000288658.1","brown"
"ENSG00000183798.5","darkgreen"
"ENSG00000267793.1","grey"
"ENSG00000289593.1","grey"
"ENSG00000188322.8","blue"
"ENSG00000136404.16","blue"
"ENSG00000127083.8","darkgrey"
"ENSG00000174453.10","blue"
"ENSG00000229246.2","turquoise"
"ENSG00000068024.18","grey60"
"ENSG00000123096.12","blue"
"ENSG00000189367.15","blue"
"ENSG00000255727.2","blue"
"ENSG00000197635.11","turquoise"
"ENSG00000009830.13","brown"
"ENSG00000182492.16","turquoise"
"ENSG00000241794.2","skyblue"
"ENSG00000147180.17","blue"
"ENSG00000288022.1","grey"
"ENSG00000100336.18","green"
"ENSG00000153531.15","brown"
"ENSG00000180834.8","blue"
"ENSG00000168280.18","grey60"
"ENSG00000227243.3","grey"
"ENSG00000163376.11","tan"
"ENSG00000242265.6","turquoise"
"ENSG00000182704.8","green"
"ENSG00000250125.4","blue"
"ENSG00000242114.6","brown"
"ENSG00000286675.1","grey"
"ENSG00000214401.5","grey"
"ENSG00000101470.10","yellow"
"ENSG00000255970.1","blue"
"ENSG00000117394.24","darkgreen"
"ENSG00000226005.6","greenyellow"
"ENSG00000113916.18","black"
"ENSG00000132854.19","darkgreen"
"ENSG00000279649.1","black"
"ENSG00000135318.12","turquoise"
"ENSG00000114268.12","blue"
"ENSG00000174953.14","brown"
"ENSG00000257514.5","grey"
"ENSG00000132639.14","lightyellow"
"ENSG00000265972.6","brown"
"ENSG00000204103.4","grey60"
"ENSG00000276093.1","grey"
"ENSG00000230442.5","blue"
"ENSG00000102996.5","yellow"
"ENSG00000070808.17","blue"
"ENSG00000185168.6","brown"
"ENSG00000062282.15","grey"
"ENSG00000107147.14","orange"
"ENSG00000262001.2","black"
"ENSG00000163293.12","blue"
"ENSG00000137501.18","turquoise"
"ENSG00000172014.12","grey"
"ENSG00000235097.1","grey"
"ENSG00000227392.2","black"
"ENSG00000122641.11","turquoise"
"ENSG00000069482.7","pink"
"ENSG00000225950.8","yellow"
"ENSG00000289415.1","brown"
"ENSG00000167779.9","darkgrey"
"ENSG00000124253.11","green"
"ENSG00000250208.7","turquoise"
"ENSG00000158516.12","white"
"ENSG00000164946.20","turquoise"
"ENSG00000168556.7","tan"
"ENSG00000082556.14","darkgrey"
"ENSG00000289228.1","yellow"
"ENSG00000174473.16","turquoise"
"ENSG00000260971.4","blue"
"ENSG00000106631.8","grey"
"ENSG00000282499.1","blue"
"ENSG00000196227.11","blue"
"ENSG00000235831.7","lightcyan"
"ENSG00000187908.20","turquoise"
"ENSG00000141458.13","brown"
"ENSG00000289345.1","blue"
"ENSG00000258675.2","blue"
"ENSG00000259384.7","white"
"ENSG00000286749.1","blue"
"ENSG00000169933.17","blue"
"ENSG00000137393.10","blue"
"ENSG00000242173.10","grey"
"ENSG00000161642.18","red"
"ENSG00000184185.10","yellow"
"ENSG00000186081.12","royalblue"
"ENSG00000228587.1","blue"
"ENSG00000139438.6","red"
"ENSG00000118596.12","lightcyan"
"ENSG00000267594.5","turquoise"
"ENSG00000105894.12","turquoise"
"ENSG00000271653.1","salmon"
"ENSG00000188004.11","blue"
"ENSG00000237301.1","blue"
"ENSG00000143434.17","blue"
"ENSG00000180596.8","tan"
"ENSG00000197989.15","black"
"ENSG00000186847.6","royalblue"
"ENSG00000204389.10","grey"
"ENSG00000170465.10","skyblue"
"ENSG00000168743.13","turquoise"
"ENSG00000156574.10","black"
"ENSG00000259664.3","blue"
"ENSG00000227060.7","blue"
"ENSG00000260314.3","cyan"
"ENSG00000206159.12","grey"
"ENSG00000226087.3","blue"
"ENSG00000244682.8","cyan"
"ENSG00000138131.4","greenyellow"
"ENSG00000255282.6","brown"
"ENSG00000106624.11","turquoise"
"ENSG00000144868.14","blue"
"ENSG00000225083.2","yellow"
"ENSG00000107859.10","yellow"
"ENSG00000049246.15","blue"
"ENSG00000134917.10","blue"
"ENSG00000286009.2","yellow"
"ENSG00000115556.14","yellow"
"ENSG00000162772.17","turquoise"
"ENSG00000198515.16","blue"
"ENSG00000181781.10","yellow"
"ENSG00000273599.1","darkred"
"ENSG00000103145.11","blue"
"ENSG00000258676.5","greenyellow"
"ENSG00000173200.13","blue"
"ENSG00000155886.12","darkgreen"
"ENSG00000188219.16","yellow"
"ENSG00000125398.8","blue"
"ENSG00000285081.1","grey60"
"ENSG00000242611.2","turquoise"
"ENSG00000119986.7","turquoise"
"ENSG00000101004.15","blue"
"ENSG00000107372.13","black"
"ENSG00000169429.11","turquoise"
"ENSG00000127249.15","grey"
"ENSG00000214708.4","blue"
"ENSG00000266970.2","pink"
"ENSG00000181634.8","turquoise"
"ENSG00000165092.13","blue"
"ENSG00000228340.7","black"
"ENSG00000118113.12","grey"
"ENSG00000237651.8","yellow"
"ENSG00000249364.7","grey60"
"ENSG00000142661.19","yellow"
"ENSG00000188747.9","blue"
"ENSG00000175556.17","brown"
"ENSG00000115828.17","grey60"
"ENSG00000260910.2","brown"
"ENSG00000183691.6","lightcyan"
"ENSG00000108759.4","grey"
"ENSG00000165457.15","cyan"
"ENSG00000285802.1","yellow"
"ENSG00000286442.1","grey"
"ENSG00000101347.11","brown"
"ENSG00000262454.4","blue"
"ENSG00000123243.15","turquoise"
"ENSG00000266066.1","grey"
"ENSG00000162896.6","skyblue"
"ENSG00000255426.1","brown"
"ENSG00000261217.2","yellow"
"ENSG00000067225.20","yellow"
"ENSG00000090339.9","pink"
"ENSG00000176046.9","brown"
"ENSG00000260337.4","greenyellow"
"ENSG00000150764.14","blue"
"ENSG00000164344.16","blue"
"ENSG00000134201.12","turquoise"
"ENSG00000250007.8","turquoise"
"ENSG00000176194.18","green"
"ENSG00000118271.12","white"
"ENSG00000167771.6","yellow"
"ENSG00000119147.10","turquoise"
"ENSG00000149488.14","green"
"ENSG00000181195.11","blue"
"ENSG00000250060.2","blue"
"ENSG00000275025.1","orange"
"ENSG00000110042.8","turquoise"
"ENSG00000054690.14","grey"
"ENSG00000114757.19","salmon"
"ENSG00000273372.1","blue"
"ENSG00000004846.17","turquoise"
"ENSG00000182533.7","blue"
"ENSG00000213707.2","grey"
"ENSG00000196843.17","turquoise"
"ENSG00000181751.10","red"
"ENSG00000113578.18","blue"
"ENSG00000033122.21","blue"
"ENSG00000206077.14","blue"
"ENSG00000287271.1","turquoise"
"ENSG00000162840.4","black"
"ENSG00000196092.14","blue"
"ENSG00000275897.1","grey60"
"ENSG00000189056.15","darkgrey"
"ENSG00000142615.8","white"
"ENSG00000276445.1","yellow"
